Report Number,Date Reported,City,crime_type,Victim Age,Victim Gender,Weapon Used,latitude,longitude,zone_type,crowd_density,severity_score,source,hour,is_night,day_of_week,safety_score,is_safe_route
RPT006290,2024-02-19 21:00:00,Delhi,Assault,73,Male,Poison,28.640198,77.242198,Commercial,62,3,official_fir,21,1,6,3.37,0
RPT006291,2024-04-10 19:00:00,Bengaluru,Molestation,52,Male,Sharp Object,12.985228,77.589245,Residential,27,2,news_report,19,0,3,5.64,0
RPT006292,2024-04-30 01:00:00,Kolkata,Assault,11,Male,Sharp Object,22.534689,88.320202,Market,56,3,crowdsourced,1,1,5,2.18,0
RPT006293,2024-04-26 10:00:00,Delhi,Harassment,23,Male,Poison,28.720001,77.287648,Industrial,61,1,crowdsourced,10,0,2,7.76,1
RPT006294,2024-01-02 12:00:00,Kolkata,Harassment,54,Other,Sharp Object,22.498004,88.330304,Commercial,12,5,official_fir,12,0,6,3.15,0
RPT006295,2024-06-27 12:00:00,Mumbai,Assault,47,Other,None,19.003582,72.832954,Park,19,4,crowdsourced,12,0,3,5.02,0
RPT006296,2024-03-21 00:00:00,Kolkata,Molestation,77,Female,Poison,22.560831,88.429197,Residential,26,3,crowdsourced,0,1,1,3.36,0
RPT006297,2024-01-18 19:00:00,Hyderabad,Snatching,75,Female,None,17.360924,78.481119,Residential,50,3,crowdsourced,19,0,4,5.82,0
RPT006298,2024-03-10 18:00:00,Hyderabad,Assault,55,Female,Blunt Object,17.317518,78.412125,Park,53,2,official_fir,18,0,5,7.38,1
RPT006299,2024-01-24 19:00:00,Mumbai,Snatching,22,Female,Sharp Object,19.01207,72.889051,Slum,21,5,crowdsourced,19,0,4,1.76,0
RPT006300,2024-03-17 15:00:00,Bengaluru,Snatching,40,Female,Blunt Object,12.953532,77.554926,Slum,44,3,crowdsourced,15,0,3,4.41,0
RPT006301,2024-04-16 14:00:00,Bengaluru,Theft,22,Male,Blunt Object,12.938434,77.637113,Commercial,88,2,crowdsourced,14,0,2,6.38,1
RPT006302,2024-04-21 01:00:00,Bengaluru,Burglary,51,Male,Poison,12.869905,77.529457,Slum,33,5,news_report,1,1,0,0.32,0
RPT006303,2024-06-15 21:00:00,Delhi,Theft,76,Other,Sharp Object,28.501786,77.1555,Slum,82,5,crowdsourced,21,1,0,0.19,0
RPT006304,2024-01-31 01:00:00,Bengaluru,Molestation,20,Female,None,12.98961,77.607488,Market,98,5,crowdsourced,1,1,1,1.65,0
RPT006305,2024-06-07 17:00:00,Kolkata,Theft,74,Male,Poison,22.569904,88.433275,Park,96,1,crowdsourced,17,0,0,6.58,1
RPT006306,2024-05-09 05:00:00,Chennai,Snatching,50,Male,Poison,13.056387,80.316776,Slum,47,2,crowdsourced,5,1,3,3.31,0
RPT006307,2024-03-09 08:00:00,Mumbai,Burglary,57,Other,Poison,19.108634,72.889528,Residential,59,4,news_report,8,0,6,2.99,0
RPT006308,2024-04-12 22:00:00,Bengaluru,Harassment,52,Male,Sharp Object,12.947145,77.559238,Slum,95,2,official_fir,22,1,0,3.44,0
RPT006309,2024-04-10 08:00:00,Chennai,Assault,55,Other,Blunt Object,13.14518,80.287812,Industrial,60,2,news_report,8,0,1,7.9,1
RPT006310,2024-05-30 23:00:00,Hyderabad,Snatching,74,Male,Blunt Object,17.40739,78.529173,Commercial,61,5,official_fir,23,1,3,1.43,0
RPT006311,2024-01-30 03:00:00,Bengaluru,Theft,67,Other,Sharp Object,12.938023,77.595947,Market,96,1,crowdsourced,3,1,5,7.53,1
RPT006312,2024-05-25 21:00:00,Chennai,Snatching,50,Female,Sharp Object,13.062849,80.325661,Park,51,1,news_report,21,1,3,6.35,1
RPT006313,2024-05-21 01:00:00,Bengaluru,Burglary,42,Other,Sharp Object,12.959219,77.685437,Industrial,81,4,official_fir,1,1,3,3.04,0
RPT006314,2024-03-16 03:00:00,Mumbai,Molestation,58,Other,Blunt Object,19.029017,72.851802,Market,85,1,crowdsourced,3,1,3,6.33,1
RPT006315,2024-02-08 07:00:00,Mumbai,Assault,73,Male,Poison,19.080653,72.966841,Slum,37,3,crowdsourced,7,0,6,3.55,0
RPT006316,2024-02-29 09:00:00,Chennai,Harassment,18,Male,Poison,13.097482,80.338068,Market,64,3,official_fir,9,0,6,5.42,0
RPT006317,2024-04-06 03:00:00,Mumbai,Molestation,10,Male,Blunt Object,19.059865,72.851184,Market,48,2,official_fir,3,1,0,4.67,0
RPT006318,2024-05-07 21:00:00,Mumbai,Burglary,60,Female,Blunt Object,19.086063,72.813422,Commercial,43,4,official_fir,21,1,6,3.08,0
RPT006319,2024-06-15 09:00:00,Chennai,Assault,50,Male,Blunt Object,13.11441,80.287182,Park,91,3,official_fir,9,0,5,3.89,0
RPT006320,2024-01-06 08:00:00,Delhi,Snatching,54,Other,Sharp Object,28.64338,77.207746,Slum,82,3,news_report,8,0,3,1.4,0
RPT006321,2024-04-15 21:00:00,Kolkata,Assault,67,Male,Sharp Object,22.494538,88.393432,Park,41,1,crowdsourced,21,1,6,7.3,1
RPT006322,2024-06-18 13:00:00,Delhi,Assault,71,Female,Blunt Object,28.560232,77.158335,Park,65,5,crowdsourced,13,0,3,3.39,0
RPT006323,2024-03-25 16:00:00,Hyderabad,Theft,13,Other,Poison,17.367851,78.447045,Market,88,2,crowdsourced,16,0,2,5.79,0
RPT006324,2024-03-26 05:00:00,Hyderabad,Theft,74,Male,Blunt Object,17.326038,78.457147,Commercial,65,2,news_report,5,1,0,4.36,0
RPT006325,2024-06-18 16:00:00,Bengaluru,Molestation,47,Female,Sharp Object,12.898225,77.591083,Market,63,1,crowdsourced,16,0,6,7.53,1
RPT006326,2024-02-06 09:00:00,Mumbai,Molestation,41,Other,None,19.122125,72.866867,Market,50,5,news_report,9,0,1,3.35,0
RPT006327,2024-01-30 08:00:00,Chennai,Theft,30,Other,Sharp Object,13.048915,80.245079,Industrial,72,3,news_report,8,0,6,4.64,0
RPT006328,2024-05-17 16:00:00,Hyderabad,Assault,62,Other,Blunt Object,17.433125,78.459104,Market,73,3,crowdsourced,16,0,2,4.2,0
RPT006329,2024-01-18 15:00:00,Delhi,Assault,78,Female,Poison,28.623398,77.180152,Park,66,4,crowdsourced,15,0,6,3.15,0
RPT006330,2024-06-12 08:00:00,Mumbai,Burglary,56,Female,Poison,18.963565,72.933588,Park,33,2,crowdsourced,8,0,0,6.71,1
RPT006331,2024-01-04 04:00:00,Delhi,Theft,33,Male,Poison,28.53589,77.260958,Residential,70,5,official_fir,4,1,4,0.17,0
RPT006332,2024-06-10 11:00:00,Delhi,Theft,16,Male,Blunt Object,28.62341,77.128743,Commercial,73,4,news_report,11,0,2,5.32,0
RPT006333,2024-02-03 21:00:00,Hyderabad,Theft,26,Other,Poison,17.456766,78.514199,Residential,25,1,crowdsourced,21,1,6,8.44,1
RPT006334,2024-04-19 03:00:00,Hyderabad,Snatching,59,Other,Blunt Object,17.385757,78.525413,Market,32,1,news_report,3,1,1,6.26,1
RPT006335,2024-06-07 00:00:00,Kolkata,Theft,63,Other,Blunt Object,22.619314,88.345585,Park,23,4,news_report,0,1,0,3.26,0
RPT006336,2024-04-08 14:00:00,Delhi,Burglary,75,Other,None,28.600433,77.23273,Slum,13,2,crowdsourced,14,0,6,8.05,1
RPT006337,2024-01-21 21:00:00,Chennai,Burglary,14,Female,Poison,13.104395,80.171325,Industrial,64,3,news_report,21,1,3,3.86,0
RPT006338,2024-01-12 07:00:00,Hyderabad,Burglary,23,Female,Sharp Object,17.397165,78.556206,Market,79,2,news_report,7,0,3,6.54,1
RPT006339,2024-04-18 09:00:00,Chennai,Snatching,35,Male,Poison,13.023326,80.277296,Market,26,1,news_report,9,0,6,7.29,1
RPT006340,2024-04-20 04:00:00,Chennai,Theft,23,Male,Blunt Object,13.096839,80.270442,Slum,61,2,crowdsourced,4,1,3,3.46,0
RPT006341,2024-02-17 22:00:00,Bengaluru,Snatching,49,Female,Sharp Object,13.005937,77.605942,Residential,49,3,crowdsourced,22,1,4,3.74,0
RPT006342,2024-05-25 02:00:00,Mumbai,Burglary,76,Other,None,19.075647,72.866943,Commercial,68,3,crowdsourced,2,1,6,5.16,0
RPT006343,2024-04-07 11:00:00,Mumbai,Burglary,61,Female,Poison,19.084497,73.007443,Slum,55,3,official_fir,11,0,4,3.94,0
RPT006344,2024-06-21 00:00:00,Hyderabad,Burglary,28,Male,Sharp Object,17.358589,78.585766,Commercial,66,5,official_fir,0,1,1,1.88,0
RPT006345,2024-06-22 17:00:00,Delhi,Molestation,42,Female,Blunt Object,28.669514,77.179704,Commercial,61,3,official_fir,17,0,5,6.13,1
RPT006346,2024-03-23 04:00:00,Hyderabad,Assault,14,Other,Sharp Object,17.450184,78.47887,Market,47,3,crowdsourced,4,1,5,6.37,1
RPT006347,2024-01-12 11:00:00,Bengaluru,Assault,21,Other,Sharp Object,12.915393,77.57109,Slum,20,1,crowdsourced,11,0,2,8.11,1
RPT006348,2024-02-20 12:00:00,Delhi,Theft,18,Male,Poison,28.647578,77.248528,Park,79,2,news_report,12,0,3,6.8,1
RPT006349,2024-04-24 15:00:00,Chennai,Assault,60,Male,None,13.065632,80.291602,Industrial,55,1,crowdsourced,15,0,2,7.47,1
RPT006350,2024-03-18 19:00:00,Kolkata,Harassment,70,Male,Blunt Object,22.537849,88.429483,Slum,88,3,official_fir,19,0,6,1.42,0
RPT006351,2024-05-04 10:00:00,Delhi,Theft,19,Male,Blunt Object,28.693736,77.291698,Industrial,32,2,crowdsourced,10,0,4,7.1,1
RPT006352,2024-04-06 22:00:00,Kolkata,Snatching,32,Female,Poison,22.586081,88.327468,Market,42,3,news_report,22,1,5,3.96,0
RPT006353,2024-02-19 13:00:00,Bengaluru,Theft,24,Male,Blunt Object,12.94448,77.639562,Slum,31,2,crowdsourced,13,0,5,4.07,0
RPT006354,2024-04-04 00:00:00,Hyderabad,Molestation,54,Other,None,17.307718,78.56156,Industrial,37,2,crowdsourced,0,1,2,6.86,1
RPT006355,2024-03-11 18:00:00,Kolkata,Theft,32,Other,Blunt Object,22.58354,88.38556,Park,39,2,official_fir,18,0,1,5.7,0
RPT006356,2024-06-08 20:00:00,Chennai,Assault,51,Female,Poison,13.041804,80.246245,Commercial,25,5,crowdsourced,20,1,5,1.45,0
RPT006357,2024-06-14 18:00:00,Kolkata,Snatching,45,Male,Poison,22.601076,88.326141,Commercial,48,2,news_report,18,0,2,5.4,0
RPT006358,2024-06-22 11:00:00,Kolkata,Assault,54,Male,Blunt Object,22.601685,88.338888,Market,15,1,crowdsourced,11,0,4,8.78,1
RPT006359,2024-02-24 16:00:00,Chennai,Snatching,34,Female,None,13.143416,80.241574,Market,86,5,official_fir,16,0,6,5.22,0
RPT006360,2024-05-07 07:00:00,Chennai,Assault,65,Other,Blunt Object,13.091512,80.269409,Commercial,15,5,news_report,7,0,2,1.53,0
RPT006361,2024-03-09 06:00:00,Chennai,Molestation,75,Other,Poison,13.131917,80.261497,Park,35,2,crowdsourced,6,0,1,5.56,0
RPT006362,2024-02-20 18:00:00,Kolkata,Snatching,31,Male,None,22.615464,88.319119,Residential,37,5,official_fir,18,0,3,3.27,0
RPT006363,2024-05-22 16:00:00,Mumbai,Burglary,55,Male,Blunt Object,19.086548,72.837411,Residential,20,3,official_fir,16,0,1,4.53,0
RPT006364,2024-04-08 20:00:00,Hyderabad,Burglary,27,Female,None,17.422528,78.46708,Market,27,1,crowdsourced,20,1,3,7.94,1
RPT006365,2024-03-31 11:00:00,Mumbai,Theft,35,Female,Poison,19.13203,72.787793,Park,19,5,news_report,11,0,4,0.49,0
RPT006366,2024-02-17 02:00:00,Delhi,Burglary,11,Female,None,28.58661,77.3083,Industrial,10,5,news_report,2,1,3,2.32,0
RPT006367,2024-02-23 18:00:00,Hyderabad,Molestation,62,Female,Sharp Object,17.386797,78.514739,Park,64,1,news_report,18,0,3,8.38,1
RPT006368,2024-03-12 20:00:00,Chennai,Molestation,38,Other,Blunt Object,13.018714,80.237974,Commercial,54,2,news_report,20,1,3,4.33,0
RPT006369,2024-04-24 23:00:00,Delhi,Snatching,68,Other,Poison,28.659646,77.231159,Market,26,3,news_report,23,1,4,4.57,0
RPT006370,2024-04-30 12:00:00,Mumbai,Snatching,16,Female,None,19.055414,72.962212,Industrial,27,2,news_report,12,0,2,6.33,1
RPT006371,2024-01-06 05:00:00,Chennai,Assault,35,Male,None,13.130616,80.253609,Park,14,2,crowdsourced,5,1,1,8.67,1
RPT006372,2024-02-04 12:00:00,Delhi,Snatching,46,Female,Blunt Object,28.565992,77.207592,Slum,46,3,official_fir,12,0,4,4.31,0
RPT006373,2024-02-28 03:00:00,Delhi,Theft,31,Female,Blunt Object,28.629133,77.212015,Industrial,40,1,official_fir,3,1,0,5.85,0
RPT006374,2024-06-04 04:00:00,Mumbai,Assault,25,Female,Poison,19.044758,72.842972,Slum,45,3,crowdsourced,4,1,6,3.02,0
RPT006375,2024-06-05 10:00:00,Chennai,Snatching,52,Male,Sharp Object,13.104964,80.262874,Commercial,23,1,crowdsourced,10,0,1,9.18,1
RPT006376,2024-05-26 12:00:00,Kolkata,Harassment,27,Other,Blunt Object,22.619744,88.372964,Slum,71,1,news_report,12,0,2,5.8,0
RPT006377,2024-04-23 06:00:00,Kolkata,Assault,34,Other,Poison,22.537699,88.427353,Commercial,19,4,official_fir,6,0,6,3.52,0
RPT006378,2024-06-06 16:00:00,Chennai,Molestation,74,Female,Sharp Object,13.099837,80.22837,Industrial,71,1,news_report,16,0,1,8.31,1
RPT006379,2024-06-19 05:00:00,Delhi,Burglary,40,Male,Poison,28.650476,77.122517,Park,93,1,official_fir,5,1,1,4.78,0
RPT006380,2024-06-07 03:00:00,Bengaluru,Snatching,53,Male,Poison,12.977795,77.585565,Market,50,3,news_report,3,1,4,3.85,0
RPT006381,2024-04-07 18:00:00,Chennai,Snatching,69,Female,Poison,13.173303,80.226658,Residential,49,3,news_report,18,0,4,5.17,0
RPT006382,2024-04-21 09:00:00,Mumbai,Burglary,59,Other,Sharp Object,19.111922,72.916918,Industrial,57,5,crowdsourced,9,0,2,3.57,0
RPT006383,2024-03-11 11:00:00,Chennai,Harassment,40,Male,Sharp Object,13.019488,80.296827,Commercial,52,1,crowdsourced,11,0,3,7.12,1
RPT006384,2024-04-11 06:00:00,Kolkata,Burglary,74,Female,None,22.604641,88.366655,Market,93,3,crowdsourced,6,0,1,5.39,0
RPT006385,2024-02-26 08:00:00,Bengaluru,Molestation,52,Female,Poison,12.93111,77.612826,Slum,97,2,news_report,8,0,4,5.36,0
RPT006386,2024-04-18 21:00:00,Hyderabad,Snatching,66,Other,Poison,17.383869,78.420321,Park,61,4,crowdsourced,21,1,3,2.9,0
RPT006387,2024-05-04 03:00:00,Kolkata,Molestation,74,Male,Blunt Object,22.551583,88.333006,Industrial,34,4,official_fir,3,1,1,2.75,0
RPT006388,2024-05-27 17:00:00,Kolkata,Molestation,43,Other,Blunt Object,22.595448,88.422097,Park,68,4,crowdsourced,17,0,4,2.82,0
RPT006389,2024-02-03 14:00:00,Chennai,Snatching,16,Other,None,13.101934,80.28491,Market,93,2,official_fir,14,0,2,5.84,0
RPT006390,2024-05-07 11:00:00,Mumbai,Snatching,33,Male,Sharp Object,19.092615,72.973426,Slum,14,3,crowdsourced,11,0,2,6.53,1
RPT006391,2024-06-19 10:00:00,Kolkata,Theft,45,Other,Blunt Object,22.588952,88.423226,Residential,58,4,official_fir,10,0,6,4.93,0
RPT006392,2024-04-03 22:00:00,Hyderabad,Burglary,32,Other,Poison,17.4335,78.429261,Commercial,89,4,official_fir,22,1,2,1.71,0
RPT006393,2024-06-20 05:00:00,Chennai,Snatching,69,Male,None,13.035321,80.417593,Park,16,3,official_fir,5,1,3,5.73,0
RPT006394,2024-03-18 11:00:00,Kolkata,Assault,53,Male,Sharp Object,22.571229,88.352521,Park,11,5,crowdsourced,11,0,5,0.84,0
RPT006395,2024-04-18 23:00:00,Kolkata,Burglary,70,Male,None,22.628964,88.301455,Park,68,3,crowdsourced,23,1,5,4.19,0
RPT006396,2024-04-07 19:00:00,Hyderabad,Burglary,35,Female,Blunt Object,17.488054,78.484124,Industrial,16,1,official_fir,19,0,6,9.02,1
RPT006397,2024-05-21 10:00:00,Kolkata,Molestation,22,Male,Blunt Object,22.574488,88.390221,Park,12,4,crowdsourced,10,0,0,4.89,0
RPT006398,2024-02-22 02:00:00,Delhi,Molestation,29,Other,None,28.624547,77.155123,Industrial,13,4,official_fir,2,1,2,4.0,0
RPT006399,2024-02-23 16:00:00,Hyderabad,Harassment,32,Other,Sharp Object,17.332652,78.458003,Residential,97,2,crowdsourced,16,0,3,7.0,1
RPT006400,2024-03-07 07:00:00,Bengaluru,Burglary,61,Female,Sharp Object,12.981872,77.571311,Park,63,1,news_report,7,0,4,7.75,1
RPT006401,2024-02-14 12:00:00,Hyderabad,Burglary,23,Female,Sharp Object,17.339304,78.513469,Park,60,2,official_fir,12,0,3,4.17,0
RPT006402,2024-04-13 10:00:00,Bengaluru,Burglary,16,Other,Poison,12.941284,77.642515,Residential,56,4,crowdsourced,10,0,5,6.17,1
RPT006403,2024-04-07 01:00:00,Chennai,Molestation,14,Male,Poison,13.143381,80.345907,Park,83,5,official_fir,1,1,5,2.21,0
RPT006404,2024-01-14 06:00:00,Delhi,Theft,23,Female,Poison,28.604184,77.253386,Residential,40,2,crowdsourced,6,0,2,5.7,0
RPT006405,2024-02-28 22:00:00,Delhi,Molestation,19,Male,Blunt Object,28.660309,77.176079,Industrial,86,3,official_fir,22,1,4,4.06,0
RPT006406,2024-05-23 02:00:00,Hyderabad,Molestation,31,Female,None,17.411313,78.456018,Market,40,5,official_fir,2,1,0,2.75,0
RPT006407,2024-05-06 16:00:00,Mumbai,Theft,26,Other,Blunt Object,19.046915,72.881943,Park,33,5,official_fir,16,0,1,2.77,0
RPT006408,2024-01-20 00:00:00,Bengaluru,Harassment,20,Female,Blunt Object,12.973438,77.6354,Industrial,67,5,official_fir,0,1,5,0.6,0
RPT006409,2024-06-03 10:00:00,Chennai,Snatching,46,Male,Sharp Object,13.099215,80.224872,Market,61,4,crowdsourced,10,0,1,5.12,0
RPT006410,2024-02-12 06:00:00,Bengaluru,Harassment,51,Other,None,12.951492,77.577086,Commercial,42,5,news_report,6,0,5,4.57,0
RPT006411,2024-02-03 06:00:00,Delhi,Theft,65,Male,Blunt Object,28.610049,77.237789,Market,10,1,crowdsourced,6,0,0,7.81,1
RPT006412,2024-03-06 10:00:00,Delhi,Harassment,30,Male,Poison,28.557262,77.184649,Park,13,4,crowdsourced,10,0,2,3.78,0
RPT006413,2024-05-10 01:00:00,Delhi,Molestation,35,Other,None,28.614241,77.219458,Residential,62,5,crowdsourced,1,1,4,3.5,0
RPT006414,2024-04-26 15:00:00,Hyderabad,Snatching,26,Female,Blunt Object,17.354133,78.526241,Residential,75,2,official_fir,15,0,3,5.36,0
RPT006415,2024-05-28 04:00:00,Kolkata,Snatching,67,Male,Poison,22.53275,88.264114,Commercial,38,4,news_report,4,1,4,3.34,0
RPT006416,2024-03-25 17:00:00,Delhi,Theft,64,Female,Sharp Object,28.55666,77.181383,Market,11,5,official_fir,17,0,3,1.7,0
RPT006417,2024-01-16 15:00:00,Delhi,Assault,12,Other,Poison,28.671027,77.246024,Residential,39,2,official_fir,15,0,3,6.51,1
RPT006418,2024-03-31 02:00:00,Kolkata,Snatching,15,Male,Poison,22.573246,88.332642,Slum,14,5,news_report,2,1,3,0.0,0
RPT006419,2024-06-12 07:00:00,Delhi,Assault,34,Female,Poison,28.653658,77.297512,Park,77,4,crowdsourced,7,0,0,4.33,0
RPT006420,2024-03-20 09:00:00,Hyderabad,Theft,56,Female,Blunt Object,17.367677,78.526815,Industrial,51,2,official_fir,9,0,3,6.95,1
RPT006421,2024-06-02 20:00:00,Chennai,Snatching,12,Other,Blunt Object,13.069086,80.290387,Residential,13,3,official_fir,20,1,2,4.0,0
RPT006422,2024-03-04 01:00:00,Hyderabad,Snatching,12,Male,Sharp Object,17.392023,78.458119,Market,27,1,official_fir,1,1,5,6.64,1
RPT006423,2024-04-20 03:00:00,Bengaluru,Burglary,32,Female,None,12.915611,77.681146,Market,37,5,crowdsourced,3,1,4,2.39,0
RPT006424,2024-05-17 19:00:00,Mumbai,Harassment,39,Male,Sharp Object,19.061545,72.839474,Residential,94,5,official_fir,19,0,6,0.7,0
RPT006425,2024-06-22 08:00:00,Delhi,Snatching,55,Other,Poison,28.673363,77.329859,Market,32,2,news_report,8,0,3,5.7,0
RPT006426,2024-06-27 23:00:00,Chennai,Theft,73,Other,Blunt Object,13.055187,80.232872,Industrial,17,5,news_report,23,1,5,1.4,0
RPT006427,2024-03-31 01:00:00,Kolkata,Snatching,13,Male,Sharp Object,22.511853,88.465639,Market,54,5,crowdsourced,1,1,5,0.44,0
RPT006428,2024-01-04 07:00:00,Mumbai,Harassment,65,Male,Poison,19.083502,72.795116,Slum,48,2,news_report,7,0,6,5.57,0
RPT006429,2024-06-17 05:00:00,Chennai,Molestation,26,Female,Blunt Object,13.069939,80.300822,Slum,99,1,official_fir,5,1,5,4.37,0
RPT006430,2024-05-31 22:00:00,Delhi,Snatching,49,Other,Blunt Object,28.670667,77.139669,Residential,27,3,official_fir,22,1,2,4.78,0
RPT006431,2024-04-26 07:00:00,Chennai,Theft,29,Other,Blunt Object,13.078105,80.309782,Residential,43,1,crowdsourced,7,0,2,6.76,1
RPT006432,2024-01-06 14:00:00,Delhi,Molestation,25,Male,None,28.573922,77.116717,Industrial,78,5,crowdsourced,14,0,4,2.0,0
RPT006433,2024-05-14 18:00:00,Bengaluru,Theft,23,Female,None,12.917208,77.696902,Industrial,44,2,news_report,18,0,0,6.81,1
RPT006434,2024-01-05 15:00:00,Bengaluru,Molestation,14,Male,Poison,13.011157,77.528488,Residential,72,5,crowdsourced,15,0,6,0.78,0
RPT006435,2024-03-05 12:00:00,Chennai,Burglary,19,Other,Blunt Object,12.943324,80.248179,Commercial,53,5,official_fir,12,0,4,1.46,0
RPT006436,2024-03-24 05:00:00,Kolkata,Snatching,50,Female,Blunt Object,22.622453,88.303064,Residential,13,5,official_fir,5,1,5,1.12,0
RPT006437,2024-05-23 14:00:00,Kolkata,Theft,22,Female,Poison,22.58698,88.305071,Market,41,1,official_fir,14,0,2,6.75,1
RPT006438,2024-06-26 06:00:00,Kolkata,Assault,60,Female,None,22.555733,88.362648,Industrial,29,5,news_report,6,0,2,4.1,0
RPT006439,2024-01-07 19:00:00,Kolkata,Assault,11,Other,Blunt Object,22.576486,88.394869,Commercial,72,2,news_report,19,0,1,7.01,1
RPT006440,2024-01-03 08:00:00,Hyderabad,Burglary,42,Other,Poison,17.489302,78.468126,Slum,20,3,news_report,8,0,1,5.27,0
RPT006441,2024-01-10 11:00:00,Kolkata,Assault,34,Female,None,22.62,88.399759,Slum,82,5,official_fir,11,0,3,4.03,0
RPT006442,2024-01-20 09:00:00,Hyderabad,Burglary,29,Female,Sharp Object,17.350369,78.480683,Park,81,2,news_report,9,0,3,4.41,0
RPT006443,2024-05-12 17:00:00,Kolkata,Burglary,71,Male,Sharp Object,22.508649,88.366648,Market,45,4,news_report,17,0,2,2.47,0
RPT006444,2024-03-25 17:00:00,Hyderabad,Assault,34,Female,Sharp Object,17.396432,78.536921,Slum,84,1,news_report,17,0,0,6.52,1
RPT006445,2024-06-02 09:00:00,Mumbai,Harassment,15,Female,None,19.093853,72.903793,Slum,13,5,official_fir,9,0,5,2.26,0
RPT006446,2024-03-09 16:00:00,Mumbai,Assault,31,Female,Blunt Object,19.033353,72.789218,Slum,57,5,news_report,16,0,3,1.6,0
RPT006447,2024-03-07 16:00:00,Hyderabad,Snatching,28,Male,Blunt Object,17.479861,78.446155,Slum,15,5,crowdsourced,16,0,0,1.0,0
RPT006448,2024-02-17 14:00:00,Chennai,Molestation,79,Other,None,13.139209,80.325897,Market,48,1,news_report,14,0,6,9.77,1
RPT006449,2024-02-17 05:00:00,Mumbai,Snatching,75,Other,Sharp Object,19.032448,72.862063,Park,32,4,crowdsourced,5,1,0,2.27,0
RPT006450,2024-02-02 12:00:00,Hyderabad,Burglary,53,Male,None,17.441847,78.474356,Slum,58,4,crowdsourced,12,0,2,2.93,0
RPT006451,2024-05-17 07:00:00,Delhi,Theft,75,Other,Sharp Object,28.564451,77.250428,Residential,43,4,news_report,7,0,3,3.99,0
RPT006452,2024-01-05 04:00:00,Chennai,Molestation,16,Male,Poison,13.079571,80.177158,Park,23,5,news_report,4,1,4,0.6,0
RPT006453,2024-01-09 13:00:00,Mumbai,Assault,30,Male,Blunt Object,19.05065,72.844884,Industrial,11,2,official_fir,13,0,4,5.47,0
RPT006454,2024-04-18 01:00:00,Hyderabad,Snatching,73,Other,Sharp Object,17.440025,78.517663,Industrial,96,1,news_report,1,1,4,5.97,0
RPT006455,2024-06-15 19:00:00,Chennai,Burglary,29,Male,Poison,13.075252,80.246206,Commercial,53,2,crowdsourced,19,0,0,6.68,1
RPT006456,2024-02-29 02:00:00,Hyderabad,Assault,14,Male,Poison,17.416509,78.485973,Industrial,86,2,official_fir,2,1,3,5.26,0
RPT006457,2024-03-25 16:00:00,Chennai,Snatching,22,Male,Poison,13.089003,80.192002,Industrial,30,3,crowdsourced,16,0,6,4.74,0
RPT006458,2024-06-23 18:00:00,Delhi,Burglary,58,Male,None,28.607873,77.160628,Commercial,75,1,official_fir,18,0,4,8.47,1
RPT006459,2024-02-12 19:00:00,Chennai,Molestation,34,Other,Sharp Object,13.027586,80.332556,Market,70,5,official_fir,19,0,2,4.25,0
RPT006460,2024-03-15 15:00:00,Kolkata,Snatching,17,Male,Blunt Object,22.546349,88.305638,Industrial,51,5,news_report,15,0,4,2.75,0
RPT006461,2024-02-27 04:00:00,Kolkata,Harassment,52,Male,Sharp Object,22.534803,88.296933,Residential,17,3,crowdsourced,4,1,6,4.59,0
RPT006462,2024-03-08 12:00:00,Chennai,Molestation,78,Other,Poison,13.03743,80.26704,Market,39,4,official_fir,12,0,6,2.94,0
RPT006463,2024-02-08 06:00:00,Mumbai,Molestation,25,Other,None,19.064668,72.82055,Slum,24,1,official_fir,6,0,4,7.25,1
RPT006464,2024-01-15 16:00:00,Bengaluru,Theft,33,Other,Sharp Object,12.933084,77.602107,Slum,18,5,crowdsourced,16,0,0,2.61,0
RPT006465,2024-01-15 10:00:00,Hyderabad,Burglary,67,Other,Sharp Object,17.413462,78.479058,Park,36,2,crowdsourced,10,0,5,6.5,1
